"name","race","sex","called","educ","exp","honors","volunteer","cvquality","city","fracblack","fracdropout","logincome"
"Carrie","White","Female","Yes","College +",10,"No","No","High","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Ebony","Black","Female","No","College +",9,"Yes","No","Low","Chicago",0.0498218461871147,0.0982826873660088,10.2019987106323
"Lakisha","Black","Female","No","Some college",10,"No","Yes","High","Chicago",0.530870318412781,0.21617366373539,9.26662635803223
"Allison","White","Female","No","College +",16,"No","No","High","Chicago",0.0807356685400009,0.233686774969101,9.53285884857178
"Keisha","Black","Female","No","College +",12,"No","Yes","High","Chicago",0.38209193944931,0.182862967252731,9.53488445281982
"Kristen","White","Female","No","College +",11,"No","No","Low","Chicago",0.530870318412781,0.21617366373539,9.26662635803223
"Tanisha","Black","Female","No","College +",13,"No","No","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Aisha","Black","Female","No","Some college",4,"No","Yes","High","Chicago",0.000904412940144539,0.127147987484932,10.074200630188
"Emily","White","Female","No","College +",4,"No","No","Low","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Latonya","Black","Female","No","College +",5,"No","No","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Sarah","White","Female","No","College +",4,"No","No","High","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Geoffrey","White","Male","No","College +",12,"No","Yes","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Kareem","Black","Male","Yes","College +",3,"No","No","Low","Chicago",0.102952741086483,0.230278670787811,9.38454532623291
"Kristen","White","Female","No","Some college",6,"No","No","Low","Chicago",0.989359557628632,0.274150967597961,8.70632457733154
"Rasheed","Black","Male","No","College +",4,"No","No","High","Chicago",0.948766648769379,0.184819981455803,9.19125938415527
"Todd","White","Male","No","College +",7,"No","No","Low","Chicago",0.38209193944931,0.182862967252731,9.53488445281982
"Tyrone","Black","Male","No","College +",5,"No","Yes","Low","Chicago",0.38209193944931,0.182862967252731,9.53488445281982
"Brendan","White","Male","No","College +",6,"No","No","Low","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Jamal","Black","Male","No","College +",2,"No","No","Low","Chicago",0.684576749801636,0.276015043258667,8.69567394256592
"Matthew","White","Male","No","College +",6,"No","Yes","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Meredith","White","Female","Yes","College +",4,"No","Yes","High","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Rasheed","Black","Male","No","College +",4,"No","Yes","High","Chicago",0.198823526501656,0.139711424708366,9.64749813079834
"Tremayne","Black","Male","Yes","College +",11,"No","Yes","High","Chicago",NA,NA,NA
"Anne","White","Female","Yes","College +",6,"No","Yes","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Ebony","Black","Female","Yes","College +",6,"No","Yes","High","Chicago",NA,NA,NA
"Kristen","White","Female","Yes","College +",6,"No","No","Low","Chicago",0.684576749801636,0.276015043258667,8.69567394256592
"Tamika","Black","Female","No","College +",6,"No","No","Low","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Aisha","Black","Female","No","College +",4,"No","Yes","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Allison","White","Female","No","College +",6,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Emily","White","Female","No","College +",8,"No","Yes","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Kristen","White","Female","No","Not reported",4,"No","Yes","High","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Latoya","Black","Female","No","College +",8,"No","Yes","High","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Tamika","Black","Female","No","College +",6,"No","No","Low","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Aisha","Black","Female","No","College +",3,"No","No","Low","Chicago",0.530870318412781,0.21617366373539,9.26662635803223
"Anne","White","Female","No","College +",7,"No","No","High","Chicago",0.454302966594696,0.248141512274742,9.291090965271
"Emily","White","Female","No","College +",2,"No","No","Low","Chicago",0.454302966594696,0.248141512274742,9.291090965271
"Jill","White","Female","No","College +",6,"No","No","Low","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Keisha","Black","Female","No","College +",4,"No","No","High","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Lakisha","Black","Female","No","College +",6,"Yes","No","Low","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Ebony","Black","Female","No","College +",7,"No","No","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Kenya","Black","Female","No","College +",9,"No","Yes","High","Chicago",0.988519906997681,0.193837136030197,9.37245941162109
"Kristen","White","Female","No","College +",15,"No","No","Low","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Meredith","White","Female","No","College +",12,"No","Yes","High","Chicago",0.0760194286704063,0.275277256965637,9.04180335998535
"Aisha","Black","Female","No","College +",6,"No","No","Low","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Anne","White","Female","No","College +",4,"No","Yes","Low","Chicago",0.948766648769379,0.184819981455803,9.19125938415527
"Emily","White","Female","No","College +",6,"Yes","No","Low","Chicago",0.0807356685400009,0.233686774969101,9.53285884857178
"Emily","White","Female","No","College +",7,"No","No","High","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Kenya","Black","Female","No","College +",6,"No","No","Low","Chicago",0.0760194286704063,0.275277256965637,9.04180335998535
"Latonya","Black","Female","No","College +",5,"No","No","High","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Anne","White","Female","No","College +",7,"No","Yes","Low","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Emily","White","Female","No","College +",7,"No","No","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Keisha","Black","Female","No","College +",8,"No","No","Low","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Tamika","Black","Female","No","College +",7,"No","No","High","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Anne","White","Female","No","Highschool",3,"No","Yes","Low","Chicago",0.454302966594696,0.248141512274742,9.291090965271
"Emily","White","Female","No","Some college",3,"No","Yes","High","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Keisha","Black","Female","No","College +",5,"No","Yes","High","Chicago",0.109748370945454,0.29933825135231,9.02833843231201
"Kenya","Black","Female","No","College +",4,"No","No","Low","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Latoya","Black","Female","No","Some college",6,"No","Yes","High","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Neil","White","Male","No","College +",3,"No","Yes","High","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Aisha","Black","Female","No","College +",6,"No","No","Low","Chicago",0.217249035835266,0.197265401482582,9.42294883728027
"Anne","White","Female","No","Some college",2,"No","Yes","High","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Emily","White","Female","No","College +",4,"No","No","Low","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Tamika","Black","Female","No","Some college",21,"No","Yes","High","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Carrie","White","Female","No","College +",5,"Yes","No","Low","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Jill","White","Female","No","College +",5,"No","No","Low","Chicago",0.97707724571228,0.231248930096626,8.87933349609375
"Keisha","Black","Female","No","College +",5,"No","No","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Latonya","Black","Female","No","College +",4,"No","No","Low","Chicago",0.704645395278931,0.15066847205162,9.66820812225342
"Sarah","White","Female","No","Some college",5,"No","Yes","High","Chicago",0.0523599646985531,0.130112111568451,9.74337768554688
"Tyrone","Black","Male","No","College +",5,"No","No","Low","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Carrie","White","Female","No","College +",6,"No","No","High","Chicago",NA,NA,NA
"Emily","White","Female","No","College +",6,"No","No","Low","Chicago",0.051354181021452,0.0744308531284332,10.5600481033325
"Latoya","Black","Female","No","College +",6,"No","No","Low","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Tanisha","Black","Female","No","Some college",6,"No","No","High","Chicago",0.217249035835266,0.197265401482582,9.42294883728027
"Aisha","Black","Female","No","Some college",3,"No","Yes","High","Chicago",0.0498218461871147,0.0982826873660088,10.2019987106323
"Kristen","White","Female","No","Some college",16,"No","No","High","Chicago",0.530870318412781,0.21617366373539,9.26662635803223
"Lakisha","Black","Female","No","Some college",6,"No","No","Low","Chicago",0.051354181021452,0.0744308531284332,10.5600481033325
"Laurie","White","Female","No","College +",6,"No","No","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Allison","White","Female","No","College +",7,"No","No","High","Chicago",0.704645395278931,0.15066847205162,9.66820812225342
"Jill","White","Female","No","College +",4,"No","No","Low","Chicago",0.0807356685400009,0.233686774969101,9.53285884857178
"Keisha","Black","Female","No","College +",11,"No","No","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Kristen","White","Female","No","College +",5,"No","No","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Lakisha","Black","Female","No","Some college",2,"No","No","High","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Leroy","Black","Male","No","Highschool",5,"No","No","High","Chicago",0.00217499886639416,0.299457043409348,9.3661470413208
"Brad","White","Male","No","Highschool",4,"No","Yes","High","Chicago",0.530870318412781,0.21617366373539,9.26662635803223
"Keisha","Black","Female","No","Highschool",6,"No","Yes","High","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Allison","White","Female","No","Some college",5,"No","Yes","High","Chicago",0.198823526501656,0.139711424708366,9.64749813079834
"Carrie","White","Female","No","Highschool",6,"No","No","Low","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Latonya","Black","Female","No","Some college",4,"No","Yes","High","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Latoya","Black","Female","No","Some college",6,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Carrie","White","Female","No","Some college",6,"No","No","Low","Chicago",0.00217499886639416,0.299457043409348,9.3661470413208
"Ebony","Black","Female","No","Highschool",4,"No","No","High","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Latonya","Black","Female","No","Some college",4,"No","Yes","Low","Chicago",0.97707724571228,0.231248930096626,8.87933349609375
"Laurie","White","Female","No","Highschool",4,"No","Yes","High","Chicago",0.530870318412781,0.21617366373539,9.26662635803223
"Meredith","White","Female","No","Some college",4,"No","Yes","High","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Tremayne","Black","Male","No","Highschool",6,"No","Yes","High","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Allison","White","Female","No","College +",12,"No","No","Low","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Carrie","White","Female","No","Some college",16,"No","No","High","Chicago",0.0760194286704063,0.275277256965637,9.04180335998535
"Lakisha","Black","Female","No","College +",7,"No","No","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Tamika","Black","Female","No","College +",15,"No","No","Low","Chicago",0.988519906997681,0.193837136030197,9.37245941162109
"Anne","White","Female","No","Highschool",1,"No","No","Low","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Darnell","Black","Male","No","College +",11,"Yes","No","High","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Greg","White","Male","Yes","College +",1,"No","No","High","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Tamika","Black","Female","No","Some college",3,"No","No","Low","Chicago",0.00217499886639416,0.299457043409348,9.3661470413208
"Allison","White","Female","No","Some college",8,"No","No","High","Chicago",0.217249035835266,0.197265401482582,9.42294883728027
"Carrie","White","Female","No","College +",6,"No","No","Low","Chicago",0.0760194286704063,0.275277256965637,9.04180335998535
"Kenya","Black","Female","No","College +",8,"No","No","High","Chicago",0.217249035835266,0.197265401482582,9.42294883728027
"Tremayne","Black","Male","No","Some college",5,"No","No","Low","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Aisha","Black","Female","No","College +",6,"No","No","Low","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Aisha","Black","Female","No","College +",6,"No","No","Low","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Brad","White","Male","No","College +",7,"No","No","Low","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Brad","White","Male","No","College +",8,"No","Yes","High","Boston",0.899133086204529,0.224656358361244,9.22048854827881
